161,age,gender,genderpref,height,ethnicity,birthplace,Politics,religion,year,activities,college,major,brbs,snack,prelim,meme,friday,date,work,sleep,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,numdated,longestrelationship,toolongtext,commitment
item3,20,female,male,72,white,Minneapolis,2,1,junior,['athlete'],cals,Communication,item9,item5,item1,item1,item1,item8,20:00,7to9,Strongly Agree,Agree,Disagree,Strongly Disagree,Sort of Agree,Disagree,Sort of Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,2,8,24,willsee
item3,18,female,male,67,white,"Bronx, NY ",3,1,freshman,['otherclub'],engineering,Chemical Engineer ,item11,item1,item3,item2,item1,item8,17:00,7to9,Strongly Agree,Disagree,Disagree,Strongly Disagree,Sort of Agree,Sort of Agree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Disagree,One ,18 months ,24 hours ,willsee
item6,21,male,female,72,black,Atlanta,1,2,junior,"['greeklife', 'socialclub', 'otherclub', 'culturalclub']",ilr,Industrial and Labor Relations,item3,item6,item5,item6,item5,item4,22:30,7to9,Agree,Sort of Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Sort of Agree,Disagree,Sort of Agree,Agree,four,6 months,24,willsee
item6,22,male,female,75,white,"Boston, MA",3,2,senior,"['socialclub', 'athlete']",cals,Communication ,item6,item4,item5,item1,item3,item4,16:00,7to9,Agree,Disagree,Agree,Sort of Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Sort of Agree,Disagree,Disagree,Sort of Agree,Strongly Agree,1,20,2,willsee
item6,21,female,male,72,white,New York,2,1,senior,"['projectteam', 'clubsports', 'otherclub']",engineering,Civil Engineering,item6,item1,item1,item5,item6,item3,9:00,7to9,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Disagree,Strongly Agree,3,24,5,willsee
item5,19,female,male,66,asian,Fullerton,4,4,sophomore,['proffrat'],ilr,Industrial and Labor Relations,item6,item5,item2,item5,item3,item1,Morning,4to6,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Sort of Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,1,11,48,meetfriends
item1,19,female,male,64,white,"Fairfax, Virginia",1,1,freshman,"['greeklife', 'projectteam', 'socialclub']",engineering,Biomedical Engineering,item11,item2,item5,item5,item5,item1,17:00,7to9,Agree,Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,5,11,16,willsee
item3,19,male,female,70,white,Boston,1,1,sophomore,['ta'],engineering,Computer Science,item4,item1,item2,item3,item1,item3,14:00,7to9,Strongly Agree,Disagree,Sort of Agree,Strongly Disagree,Sort of Agree,Sort of Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Sort of Agree,Strongly Disagree,Disagree,Strongly Agree,1,2,20,meetfriends
item1,22,female,male,65,white,"Albany, NY",4,3,senior,,arts,Biology,item3,item6,item3,item7,item5,item2,21:25,7to9,Sort of Agree,Sort of Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Agree,Agree,15,26,20,willsee
item6,21,female,male,65,white,Summit NJ,2,1,junior,"['athlete', 'greeklife', 'proffrat', 'socialclub']",cals,Biological Sciences,item6,item5,item6,item6,item3,item3,14:00,7to9,Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Sort of Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,1,4,60,meetfriends
item6,18,male,male,70,black,Nyack,2,2,freshman,"['otherclub', 'socialclub', 'profclub']",engineering,Computer Science,item13,item1,item2,item3,item1,item7,21:00,4to6,Sort of Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Sort of Agree,Agree,2,3 months,48 hours,willsee
item1,32,male,female,71,white,"Norfolk, Virginia ",3,1,grad,['ra'],cals,Computational Biology ,item8,item4,item1,item2,item5,item4,7:00,7to9,Sort of Agree,Agree,Sort of Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Sort of Agree,Agree,Strongly Agree,1,36,100,meetfriends
item3,18,female,male,66,white,"San Antonio, TX",2,2,sophomore,"['greeklife', 'clubsports', 'athlete', 'projectteam', 'socialclub']",engineering,Computer Science,item9,item3,item2,item3,item1,item1,20:00,7to9,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Sort of Agree,Disagree,Agree,Agree,Agree,4,5,48,willsee
item2,19,female,male,67,white,"Portland, OR",1,1,sophomore,['otherclub'],arts,Computer Science,item13,item1,item3,item3,item1,item8,15:00,7to9,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Agree,Disagree,Agree,1,18,24,willsee
item6,22,female,male,69,white,Taipei,1,1,senior,"['athlete', 'otherclub', 'ta']",cals,Biological Engineering,item10,item2,item7,item6,item1,item3,9:00,7to9,Sort of Agree,Agree,Disagree,Disagree,Disagree,Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Disagree,Disagree,Sort of Agree,Sort of Agree,0,0,12,willsee
item1,22,female,female,65,latino,San Salvador,3,3,senior,['ta'],aap,Architecture,item11,item1,item2,item4,item4,item1,2:00 AM,4to6,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Sort of Agree,Disagree,Disagree,Sort of Agree,Strongly Agree,Strongly Agree,1,12,6,willsee
item3,18,male,female,71,asian,Dallas,3,1,freshman,['otherclub'],engineering,Computer Science,item6,item4,item5,item3,item1,item7,15:00,7to9,Sort of Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,2,8,5,willsee
item1,20,female,male,72,asian,"Chandler, AZ",2,1,junior,"['greeklife', 'proffrat']",engineering,Chemical engineering,item6,item5,item7,item6,item6,item3,19:00,7to9,Sort of Agree,Sort of Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Sort of Agree,Agree,Sort of Agree,Agree,1,1.5 years,A day ,willsee
item2,19,female,male,67,white,"Albuquerque, NM",2,1,sophomore,"['athlete', 'otherclub']",cals,Biological Sciences,item3,item3,item7,item6,item1,item1,8:00,7to9,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Sort of Agree,Sort of Agree,Strongly Agree,2,3,24,meetfriends
item2,21,female,male,66,asian,Shanghai,2,1,senior,"['ta', 'clubsports']",cals,Animal Science,item6,item4,item5,item2,item4,item8,23:00,7to9,Sort of Agree,Agree,Disagree,Disagree,Disagree,Sort of Agree,Sort of Agree,Agree,Disagree,Disagree,Disagree,Sort of Agree,Sort of Agree,Agree,0,0,24,willsee
item2,21,female,male,70,white,"Ann Arbor, MI",2,5,senior,['otherclub'],arts,English and Biological Sciences,item9,item1,item7,item3,item4,item3,20:00,7to9,Agree,Agree,Disagree,Disagree,Agree,Sort of Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,0,0,24,willsee
item2,20,female,male,60,asian,,1,2,junior,['ta'],engineering,Biomedical Engineering,item7,item5,item7,item6,item1,item8,23:00,7to9,Sort of Agree,Sort of Agree,Agree,Agree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Agree,Agree,Sort of Agree,Agree,Disagree,Disagree,1,42,10-Jul,meetfriends
item5,20,male,female,68,white,"Waynesboro, Pennsylvania",3,1,sophomore,,arts,Astronomy,item8,item4,item7,item3,item4,item3,20:00,4to6,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Sort of Agree,Agree,Agree,0,0,48,willsee
item1,18,female,male,65,asian,Great Neck,3,1,freshman,"['greeklife', 'culturalclub', 'socialclub']",engineering,Computer Science,item13,item1,item7,item6,item3,item7,15:00,7to9,Agree,Sort of Agree,Sort of Agree,Agree,Strongly Agree,Disagree,Sort of Agree,Strongly Agree,Agree,Agree,Agree,Sort of Agree,Sort of Agree,Agree,0,0,24,meetfriends
item6,20,female,male,60,white,Brooklyn,3,1,junior,"['greeklife', 'profclub', 'otherclub', 'ta']",cals,Information Science,item6,item5,item6,item4,item5,item6,0:00,1to3,Agree,Sort of Agree,Sort of Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,1,12,6,willsee
item6,22,male,female,65,other,Tianjin,2,1,senior,['athlete'],arts,"Physics, Mathematics, and Computer Science",item2,item4,item7,item7,item6,item3,1:00,4to6,Sort of Agree,Disagree,Strongly Agree,Agree,Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,1,5,24,meetfriends
item2,20,female,male,62,white,"Garden City, NY",2,4,junior,"['ta', 'otherclub', 'proffrat']",cals,Animal Science ,item13,item1,item7,item6,item3,item3,15:00,7to9,Agree,Agree,Sort of Agree,Disagree,Agree,Agree,Sort of Agree,Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Agree,0,0,24,willsee
item2,19,female,male,68,white,New York,1,1,freshman,['otherclub'],cals,Communication,item5,item1,item1,item2,item6,item7,6-8pm,7to9,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Disagree,Agree,Agree,Sort of Agree,Agree,Disagree,Agree,Agree,Strongly Agree,2,24months,12 hrs,willsee
item6,22,male,female,74,latino,New York,3,2,senior,"['athlete', 'greeklife']",humec,Policy Analysis and Management,item3,item5,item2,item1,item3,item3,14:00,7to9,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Sort of Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,,,24,willsee
item6,19,female,male,66,white,"Brownsville, Texas",2,2,freshman,"['greeklife', 'profclub', 'culturalclub']",cals,"B.A. Biometry & Statistics, B.S. International Agriculture & Rural Development",item9,item1,item6,item7,item3,item3,10:30,7to9,Sort of Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Sort of Agree,Agree,Disagree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,4,40,12,willsee
item1,19,male,female,65,asian,Singapore,2,1,sophomore,['otherclub'],arts,Physics,item3,item4,item3,item3,item1,item7,21:00,7to9,Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Agree,Disagree,Disagree,Sort of Agree,Agree,Disagree,Sort of Agree,Agree,Agree,3,9,4,willsee
item2,19,male,female,70,asian,"Milwaukee, Wisconsin",4,3,sophomore,"['athlete', 'ta', 'projectteam', 'clubsports']",arts,Computer Science,item9,item4,item5,item6,item2,item3,20:00,7to9,Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Disagree,Agree,1,21,6,willsee
item2,19,male,female,71,asian,,2,1,sophomore,,engineering,Computer Science,item6,item4,item7,item3,item2,item7,20:00,7to9,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,None,N/A,1,meetfriends
item5,18,male,female,74,black,Simi Valley,3,4,freshman,['athlete'],engineering,Mechanical Engineering ,item13,item1,item1,item4,item2,item6,1:30,4to6,Sort of Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,1,32,0.1,willsee
item5,22,male,female,69,white,Queens,1,4,senior,['greeklife'],ilr,Industrial and Labor Relations,item3,item1,item7,item2,item2,item1,1:30,10,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Sort of Agree,Agree,Agree,Sort of Agree,Disagree,Strongly Agree,Too many,4,24,meetfam
item1,20,female,male,68,white,"The Hague, The Netherlands",1,1,junior,"['projectteam', 'otherclub']",engineering,Chemical Engineering,item6,item4,item5,item3,item1,item7,After 7 PM,7to9,Agree,Agree,Disagree,Disagree,Agree,Disagree,Sort of Agree,Sort of Agree,Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,1,1,5,willsee
item2,21,male,female,71,black,Addis Ababa,2,1,junior,['otherclub'],engineering,Computer science,item13,item4,item6,item2,item5,item7,21:30,7to9,Sort of Agree,Sort of Agree,Disagree,Disagree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Sort of Agree,Strongly Agree,2,5,12,meetfriends
item5,22,female,male,63,other,"Athens, GA",2,2,senior,"['culturalclub', 'otherclub']",arts,Information Science,item13,item5,item7,item6,item3,item8,21:00,4to6,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,0,0,24,willsee
item1,20,male,female,71,asian,,3,3,sophomore,['greeklife'],engineering,Biomedical engineering ,item3,item4,item5,item5,item5,item7,1:50,4to6,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,2-Jan,6mo,6hr,meetfriends
item6,22,male,male,70,white,Pittsburgh,2,2,senior,['socialclub'],hotel,Hotel Administration,item13,item3,item1,item6,item6,item1,7,7to9,Sort of Agree,Agree,Sort of Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Agree,3,3,days/depends,willsee
item6,21,female,male,71,black,,1,1,senior,,cals,International Agriculture and Rural Development,item8,item1,item7,item6,item1,item4,20:00,4to6,Strongly Agree,Disagree,Sort of Agree,Strongly Disagree,Sort of Agree,Sort of Agree,Strongly Disagree,Agree,Disagree,Sort of Agree,Agree,Strongly Disagree,Disagree,Disagree,0,,2 days,willsee
item6,21,male,female,71,black,Washington D.C.,2,3,senior,"['athlete', 'greeklife', 'clubsports']",arts,Economics,item12,item1,item7,item6,item5,item4,8:30,4to6,Agree,Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Sort of Agree,Agree,Agree,Agree,3,2,3,willsee
item6,22,female,female,69,black,White Plains New York ,2,2,senior,"['culturalclub', 'otherclub']",cals,Interdisciplinary Studies ,item13,item4,item1,item6,item2,item4,After class but before night hits ,7to9,Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Disagree,Sort of Agree,Disagree,Disagree,Disagree,Agree,2,16,24,willsee
item6,19,male,female,71,white,"Poughkeepsie, NY",3,2,freshman,,engineering,Operations Research and Information Engineering,item4,item1,item7,item6,item6,item3,Nighttime,4to6,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,2,6,12,willsee
item2,21,male,female,71,white,Newton MA,2,3,junior,"['clubsports', 'projectteam', 'otherclub']",engineering,Biological Engineering,item6,item6,item7,item1,item1,item8,16:00,7to9,Sort of Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Disagree,Agree,Agree,Sort of Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,2,13,24,meetfam
item1,22,female,male,65,asian,Morristown,2,2,senior,['athlete'],engineering,Computer Science ,item5,item3,item7,item3,item2,item8,8:00,7to9,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Sort of Agree,7,23,14,willsee
item7,18,male,female,65,white,"Princeton, NJ",2,1,freshman,"['greeklife', 'clubsports']",arts,Biological Sciences,item12,item6,item3,item5,item5,item3,20:30,7to9,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Disagree,Agree,Strongly Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,1,3,6,willsee
item5,19,female,male,64,other,"New Orleans, LA",4,4,freshman,['otherclub'],arts,Psychology ,item6,item1,item7,item6,item1,item3,17:00,4to6,Strongly Agree,Agree,Sort of Agree,Sort of Agree,Strongly Agree,Strongly Agree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Agree,Sort of Agree,Disagree,Sort of Agree,1,2,9,willsee
item6,26,male,female,66,asian,,2,1,grad,"['otherclub', 'ra', 'clubsports']",engineering,Electrical and Computer Engineering,item3,item6,item2,item2,item1,item1,14:00,7to9,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,0,0,,married
item2,19,male,female,73,latino,"Grand Junction, Colorado",2,4,sophomore,"['greeklife', 'culturalclub', 'otherclub']",ilr,ILR,item9,item4,item7,item6,item5,item7,13:01,4to6,Sort of Agree,Agree,Sort of Agree,Agree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,0,0,12,willsee
item1,23,male,female,68,black,Nairobi,2,2,senior,"['greeklife', 'ta', 'socialclub']",cals,Applied Economics and Management,item13,item1,item7,item5,item6,item1,8:41,7to9,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Agree,Disagree,Disagree,Disagree,Sort of Agree,Sort of Agree,3,13,3,onenightstand
item2,19,female,male,67,asian,,2,3,sophomore,"['socialclub', 'culturalclub']",arts,English & French,item1,item1,item7,item5,item1,item8,16:00,4to6,Strongly Agree,Sort of Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Sort of Agree,Disagree,Agree,1,6,5,willsee
item1,19,female,male,64,white,"Portland, Maine",1,1,freshman,,arts,Economics,item3,item2,item7,item2,item5,item1,22:00,7to9,Sort of Agree,Sort of Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,4,24,12 hours,willsee
item1,28,female,male,66,white,"San Francisco, CA",2,1,grad,"['profclub', 'socialclub', 'ta']",hotel,MBA,item13,item4,item3,item6,item6,item3,20:00,7to9,Agree,Sort of Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Sort of Agree,2,72,8,meetfriends
item6,22,female,male,63,asian,"Taipei, Taiwan",2,1,senior,"['greeklife', 'profclub', 'clubsports', 'otherclub']",cals,Applied Economics and Management,item9,item4,item6,item6,item5,item3,11:30,7to9,Agree,Agree,Sort of Agree,Sort of Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Sort of Agree,2,0 (long fucking story),5,meetfriends
item1,21,male,female,70,white,Como,4,3,senior,,cals,Finance,item5,item4,item1,item2,item5,item7,22:00,7to9,Sort of Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Sort of Agree,Disagree,Strongly Disagree,Sort of Agree,Sort of Agree,7,9,48,willsee
item6,19,male,female,68,white,,3,2,sophomore,['greeklife'],cals,Biometry and Statistics,item8,item1,item7,item1,item5,item4,20:00,7to9,Strongly Agree,Sort of Agree,Agree,Disagree,Strongly Agree,Disagree,Sort of Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,0,0,24,willsee
item6,19,male,female,69,white,Cleveland,2,3,freshman,"['greeklife', 'profclub']",arts,Biological Sciences and Spanish,item3,item1,item3,item2,item5,item4,22:00,4to6,Agree,Agree,Sort of Agree,Disagree,Agree,Strongly Disagree,Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Disagree,Sort of Agree,Agree,1,12,8,meetfriends
item5,19,female,male,65,other,"Dayton, OH",2,3,sophomore,"['clubsports', 'culturalclub', 'ta', 'otherclub']",humec,Healthcare Policy,item3,item5,item7,item6,item6,item2,13:00,4to6,Agree,Sort of Agree,Sort of Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Sort of Agree,Agree,Agree,2,8,2 days,willsee
item2,20,female,male,63,white,Milwaukee,3,1,sophomore,"['profclub', 'culturalclub', 'otherclub']",arts,Government; German Area Studies ,item9,item5,item7,item6,item1,item8,16:00,7to9,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Sort of Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,0,N/A,4,willsee
