_id,data.gender,data.genderpref,data.age,data.agepref,data.height,data.ethnicity,data.politics,data.year,data.activities,data.college,data.major,data.friday,data.date,data.work,data.sleephabits,data.plans,data.meal,data.perfectday,data.desscribeyou,data.describepartner,data.todolist,data.startover,data.timeormoney,data.quality,data.p1,data.p2,data.p3,data.p4,data.p5,data.p6,data.p7,data.p8,data.p9,data.p10,data.p11,data.p12,data.p13,data.p14,data.p15,data.p16,data.p17,data.p18,data.introvert,data.numdated,data.longestrelationship,data.commitment,personality
ObjectId(5e37212a2dd0db6dee999401),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""25""}",65,black,1,freshman,"[""culturalclub"",""profclub""]",cals,Biological sciences ,pjsnetflix,bubbletea,morning,"{""sleeptime"":""1 am"",""waketime"":""8 am""}",shift,artist,gaming,"Funny, smart and mature","Adventurous, caring and funny",yes,no,money,humor,Strongly Agree,Agree,Disagree,Disagree,Sort of Agree,Agree,Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Sort of Agree,Sort of Agree,Strongly Agree,Agree,4,1,7,meetfriends,INFP
ObjectId(5e37213a2dd0db6dee999402),female,"[""male""]",22,"{""youngest"":""21"",""oldest"":""25""}",65,eastasian,2,senior,"[""greeklife"",""proffrat"",""profclub"",""socialclub"",""ta""]",hotel,Hotel ,mixer,commons,morning,"{""sleeptime"":""11am"",""waketime"":""7am""}",shift,actor,newppl,"Smart, funny, outgoing","Intelligent, talkative, outgoing ",yes,yes,money,independence,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Sort of Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,10,3,18,willsee,ENFP
ObjectId(5e37217f2dd0db6dee999403),male,"[""female""]",18,"{""youngest"":""18"",""oldest"":""20""}",71,eastasian,3,freshman,"[""otherclub""]",arts,Computer Science,pjsnetflix,bubbletea,morning,"{""sleeptime"":""12"",""waketime"":""8""}",flow,athlete,city,"Funny, chill, charming","Smart, relaxed, funny",no,no,time,thoughtfulness,Agree,Sort of Agree,Sort of Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Sort of Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,3,0,4,plantomeet,ISTJ
ObjectId(5e3722522dd0db6dee999404),male,"[""female""]",18,"{""youngest"":""18"",""oldest"":""19""}",72,other,1,freshman,"[""clubsports"",""otherclub""]",arts,Undecided,study,bubbletea,morning,"{""sleeptime"":""11:30PM"",""waketime"":""7AM""}",shift,political,friends,"Humble, Kind, Passionate","Funny, smart, humble",yes,no,time,reliability,Sort of Agree,Agree,Disagree,Sort of Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,6,0,0,willsee,ESTP
ObjectId(5e37228a2dd0db6dee999405),female,"[""male""]",19,"{""youngest"":""18"",""oldest"":""22""}",70,white,2,sophomore,"[""greeklife"",""projectteam""]",engineering,Mechanical Engineering,pjsnetflix,ctowndinner,afternoon,"{""sleeptime"":""12"",""waketime"":""7:30""}",flow,athlete,outdoor,"goofy, reliable, charismatic","funny, charismatic, kind",yes,no,time,reliability,Agree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Disagree,Agree,Agree,7,0,0,willsee,ESFP
ObjectId(5e37242b2dd0db6dee999407),male,"[""male"",""female""]",18,"{""youngest"":""18"",""oldest"":""21""}",71,white,1,sophomore,"[""clubsports"",""projectteam""]",arts,Information Science,netflixchill,coffee,evening,"{""sleeptime"":""12"",""waketime"":""8:30""}",flow,artist,friends,"easygoing, thoughtful, dedicated","caring, engaging, enthusiastic",yes,no,time,thoughtfulness,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Agree,Agree,5,3,3,willsee,ISTP
ObjectId(5e3724562dd0db6dee999409),female,"[""male""]",20,"{""youngest"":""18"",""oldest"":""23""}",64,other,4,sophomore,"[""clubsports"",""otherclub""]",arts,Biology and society,pjsnetflix,coffee,afternoon,"{""sleeptime"":""1 AM"",""waketime"":""9 AM""}",shift,athlete,friends,"Funny, loyal, outgoing","Funny, kind, genuine",yes,no,time,thoughtfulness,Agree,Agree,Disagree,Sort of Agree,Agree,Disagree,Sort of Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Sort of Agree,Disagree,Disagree,Agree,Sort of Agree,7,,,willsee,ESTP
ObjectId(5e37248b2dd0db6dee99940a),male,"[""female""]",18,"{""youngest"":""18"",""oldest"":""21""}",68,black,1,freshman,"[""projectteam"",""clubsports""]",engineering,Electrical & Computer Engineering,pjsnetflix,coffee,evening,"{""sleeptime"":""1am"",""waketime"":""9am""}",shift,entrepreneur,friends,creative driven funny,ambitious funny kind,yes,no,time,reliability,Agree,Strongly Agree,Sort of Agree,Strongly Agree,Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Strongly Disagree,Sort of Agree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,8,3,20,willsee,ESTP
ObjectId(5e3724a02dd0db6dee99940b),female,"[""male""]",21,"{""youngest"":""19"",""oldest"":""22""}",64,white,4,junior,"[""greeklife"",""otherclub"",""ta""]",humec,Fiber Science and Apparel Design: Fashion Design,mixer,ctowndinner,afternoon,"{""sleeptime"":""midnight"",""waketime"":""8am""}",flow,artist,museums,"creative, flexible, determined","passionate, funny, easygoing",yes,no,time,humor,Agree,Agree,Disagree,Agree,Strongly Disagree,Sort of Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Sort of Agree,Agree,Agree,Strongly Agree,Disagree,Agree,6,nothing super serious,2,willsee,ESTP
ObjectId(5e3725262dd0db6dee99940c),male,"[""female""]",18,"{""youngest"":""17"",""oldest"":""20""}",72,white,2,freshman,"[""greeklife"",""clubsports"",""profclub""]",arts,CS,pjsnetflix,commons,morning,"{""sleeptime"":""11"",""waketime"":""7""}",flow,entrepreneur,city,"Witty, personable, caring ","Intelligent, empathetic, personable ",yes,no,time,humor,Sort of Agree,Sort of Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Sort of Agree,Sort of Agree,Strongly Agree,Sort of Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Sort of Agree,5,2,13,willsee,INFJ
ObjectId(5e37253c2dd0db6dee99940d),female,"[""male""]",19,"{""youngest"":""19"",""oldest"":""23""}",61,eastasian,3,sophomore,"[""profclub"",""socialclub"",""otherclub""]",engineering,Operations Research and Information Engineering,netflixchill,coffee,morning,"{""sleeptime"":""1AM"",""waketime"":""8AM""}",shift,artist,friends,"Bubbly, compassionate, Honest","Caring, Trusting, Genuine",yes,no,money,reliability,Agree,Sort of Agree,Strongly Disagree,Sort of Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,7,1,2,willsee,ESFP
ObjectId(5e37254c2dd0db6dee99940e),male,"[""female""]",20,"{""youngest"":""18"",""oldest"":""22""}",67,eastasian,2,junior,"[""socialclub"",""profclub""]",cals,Biometry and Statistics,netflixchill,commons,afternoon,"{""sleeptime"":""2"",""waketime"":""10""}",flow,artist,gaming,"funny, chill, dependable","funny, smart, kind",yes,yes,time,humor,Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,4,1,2,willsee,ISFP
ObjectId(5e3725542dd0db6dee99940f),male,"[""female""]",18,"{""youngest"":""17"",""oldest"":""19""}",74,white,3,freshman,"[""greeklife"",""profclub"",""clubsports""]",engineering,Operations Research Engineering,mixer,fratparty,evening,"{""sleeptime"":""12"",""waketime"":""9""}",shift,athlete,friends,"Smart, charming, happy","Hot, outgoing, happy",no,no,money,reliability,Sort of Agree,Agree,Disagree,Agree,Disagree,Disagree,Sort of Agree,Agree,Agree,Strongly Disagree,Sort of Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,5,1,3 months,willsee,ISTP
ObjectId(5e3725632dd0db6dee999410),female,"[""male""]",19,"{""youngest"":""19"",""oldest"":""23""}",60,white,2,sophomore,"[""profclub"",""projectteam"",""otherclub""]",engineering,Environmental engineering ,pjsnetflix,starbucks,afternoon,"{""sleeptime"":""12:00"",""waketime"":""8:00""}",flow,artist,outdoor,"Creative, dedicated, adventurous ","Funny, down-to-earth, compassionate ",yes,no,time,reliability,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Disagree,Sort of Agree,Agree,Disagree,Agree,Agree,Sort of Agree,Sort of Agree,Agree,Agree,Sort of Agree,Disagree,7,2,6,willsee,ESTP
ObjectId(5e3725912dd0db6dee999411),female,"[""male""]",21,"{""youngest"":""21"",""oldest"":""25""}",64,eastasian,2,senior,"[""profclub"",""socialclub""]",hotel,Hotel,pjsnetflix,bubbletea,evening,"{""sleeptime"":""12"",""waketime"":""9""}",flow,athlete,newfood,"friendly, generous, fun","funny, humble, friendly",no,no,time,thoughtfulness,Sort of Agree,Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Disagree,Disagree,7,2,3,willsee,ESTP
ObjectId(5e3725be2dd0db6dee999412),male,"[""male""]",21,"{""youngest"":""20"",""oldest"":""30""}",71,white,2,senior,"[""socialclub"",""profclub"",""culturalclub""]",hotel,Hotel,bars,coffee,afternoon,"{""sleeptime"":""1am"",""waketime"":""9am""}",flow,political,city,"Adventurous, driven, silly","Driven, adventurous, fun",yes,no,time,reliability,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Agree,Disagree,Agree,Disagree,Sort of Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,6,1,6,willsee,ESTP
ObjectId(5e3725be2dd0db6dee999413),male,"[""female""]",21,"{""youngest"":""20"",""oldest"":""21""}",69,southasian,2,senior,"[""ta""]",engineering,Computer Science,pjsnetflix,bubbletea,afternoon,"{""sleeptime"":""12:00 AM"",""waketime"":""7:00 AM""}",shift,artist,friends,"fun-loving, quirky, driven","dynamic, loving, loyal",no,no,time,thoughtfulness,Agree,Sort of Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Sort of Agree,Agree,Disagree,Strongly Disagree,Sort of Agree,3,1,4,willsee,ISTJ
ObjectId(5e3725c22dd0db6dee999414),male,"[""female""]",18,"{""youngest"":""17"",""oldest"":""19""}",71,white,2,freshman,"[""greeklife"",""profclub"",""clubsports""]",ilr,ILR,mixer,ctowndinner,evening,"{""sleeptime"":""1am"",""waketime"":""9am""}",flow,actor,friends,"happy, curious, fun","intelligent, funny, down to earth",no,no,time,thoughtfulness,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Disagree,Disagree,Strongly Agree,Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Agree,Strongly Agree,Disagree,Agree,7,1,4,willsee,ENTP
ObjectId(5e37262b2dd0db6dee999415),male,"[""female""]",20,"{""youngest"":""18"",""oldest"":""23""}",73,eastasian,3,sophomore,"[""clubsports""]",arts,Econ and Math,netflixchill,ctowndinner,nocturnal,"{""sleeptime"":""1am"",""waketime"":""9am""}",flow,athlete,friends,"Caring, quiet, open-minded","Gentle, quiet, cute ",yes,yes,time,thoughtfulness,Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Sort of Agree,Sort of Agree,3,3,7,willsee,ISFP
ObjectId(5e3726662dd0db6dee999416),female,"[""male""]",19,"{""youngest"":""18"",""oldest"":""22""}",62,white,2,sophomore,"[""greeklife"",""proffrat""]",arts,PMA,mixer,ctowndinner,evening,"{""sleeptime"":""1"",""waketime"":""10""}",flow,actor,newfood,"energetic, silly, kind","Funny, confident, charming ",yes,yes,time,thoughtfulness,Disagree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Strongly Disagree,Sort of Agree,Agree,Strongly Disagree,Strongly Agree,8,3,22,willsee,ENTJ
ObjectId(5e3726782dd0db6dee999417),male,"[""female""]",19,"{""youngest"":""18"",""oldest"":""20""}",68,eastasian,2,sophomore,"[""profclub"",""culturalclub"",""socialclub""]",hotel,Hotel,pjsnetflix,bubbletea,evening,"{""sleeptime"":""1 am"",""waketime"":""10 am""}",shift,artist,city,"Loyal, curious, easy going","kind, funny, reliable ",yes,no,time,reliability,Sort of Agree,Strongly Agree,Agree,Sort of Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Sort of Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Strongly Disagree,Sort of Agree,Strongly Agree,8,2,8,plantomeet,ESTP
ObjectId(5e3727162dd0db6dee999418),female,"[""male""]",21,"{""youngest"":""19"",""oldest"":""23""}",64,eastasian,2,senior,"[""socialclub"",""culturalclub""]",arts,Biological Sciences ,bars,bubbletea,nocturnal,"{""sleeptime"":""3:00AM"",""waketime"":""10:00AM""}",shift,artist,friends,"dumb, ass, bitch ","6 figures, 6 ft, 6 inch heart ",no,no,money,humor,Agree,Sort of Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Sort of Agree,Agree,Agree,Sort of Agree,Disagree,Agree,Strongly Disagree,Disagree,4,0,0,fun,ISTJ
ObjectId(5e3727232dd0db6dee999419),female,"[""male""]",19,"{""youngest"":""18"",""oldest"":""22""}",63.5,eastasian,2,sophomore,"[""projectteam"",""culturalclub"",""ta""]",engineering,Biomedical Engineering,pjsnetflix,bubbletea,afternoon,"{""sleeptime"":""1"",""waketime"":""9""}",flow,scientist,friends,"Smart, energetic, caring","Smart, cool, cute",yes,no,time,reliability,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,4,2,5,fun,INTP
ObjectId(5e3727942dd0db6dee99941a),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""24""}",65,eastasian,3,junior,"[""socialclub"",""culturalclub"",""ta"",""profclub""]",cals,Animal Science,annex,bubbletea,nocturnal,"{""sleeptime"":""1"",""waketime"":""10""}",shift,actor,newfood,Chill troll charming,Tall troll chill,no,no,time,reliability,Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Agree,Agree,Sort of Agree,Strongly Disagree,Disagree,Sort of Agree,Sort of Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Sort of Agree,3,0,0,willsee,ISTP
ObjectId(5e3727fc2dd0db6dee99941b),male,"[""female""]",18,"{""youngest"":""18"",""oldest"":""22""}",71,white,3,freshman,"[""otherclub""]",arts,"Undecided, leaning Philosophy",netflixchill,commons,morning,"{""sleeptime"":""1 A.M."",""waketime"":""7 A.M.""}",flow,artist,city,"Funny, Attentive, Friendly","Thoughtful, Funny, Smart",yes,yes,time,thoughtfulness,Disagree,Sort of Agree,Disagree,Disagree,Sort of Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Sort of Agree,Agree,Strongly Agree,Sort of Agree,Agree,Agree,Strongly Agree,3,1,8,meetfriends,INTJ
ObjectId(5e3728082dd0db6dee99941c),male,"[""female""]",21,"{""youngest"":""19"",""oldest"":""22""}",70,latino,2,senior,"[""none""]",arts,Computer Science,pjsnetflix,ctb,afternoon,"{""sleeptime"":""1"",""waketime"":""9""}",flow,entrepreneur,city,"Kind, introspective, flexible","Funny, caring, supportive",yes,yes,money,thoughtfulness,Disagree,Agree,Agree,Agree,Sort of Agree,Agree,Agree,Disagree,Sort of Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Agree,5,1,20,willsee,INTP
ObjectId(5e3728222dd0db6dee99941d),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""21""}",68,white,2,sophomore,"[""profclub"",""otherclub""]",cals,Food Science,annex,ctb,morning,"{""sleeptime"":""midnight"",""waketime"":""7am""}",shift,artist,museums,"driven, diverse interests, dependable","intelligent, passionate, funny",yes,no,time,reliability,Sort of Agree,Sort of Agree,Disagree,Disagree,Disagree,Sort of Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,5,2,1,willsee,ISFP
ObjectId(5e3728272dd0db6dee99941e),female,"[""male""]",18,"{""youngest"":""17"",""oldest"":""19""}",65,eastasian,2,freshman,"[""otherclub"",""culturalclub"",""profclub"",""projectteam""]",arts,Information Science,pjsnetflix,bubbletea,evening,"{""sleeptime"":""12 am"",""waketime"":""10-11 am""}",shift,actor,friends,"persistent, funny, empathetic","kind, ambitious, easygoing",yes,yes,time,thoughtfulness,Sort of Agree,Sort of Agree,Disagree,Agree,Strongly Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,8,0,0,meetfriends,ENTJ
ObjectId(5e3728452dd0db6dee99941f),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""20""}",62,eastasian,3,freshman,"[""profclub"",""socialclub"",""culturalclub"",""otherclub""]",humec,"Human Biology, Health and Society ",pjsnetflix,ctb,morning,"{""sleeptime"":""12AM"",""waketime"":""8AM""}",flow,artist,city,"nice, honest, easy-going","loyal, nice, funny",yes,yes,money,reliability,Strongly Agree,Sort of Agree,Sort of Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Sort of Agree,Sort of Agree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Agree,Strongly Disagree,Disagree,7,2,8,meetfriends,ENTJ
ObjectId(5e37285b2dd0db6dee999421),male,"[""female""]",19,"{""youngest"":""18"",""oldest"":""19""}",68,eastasian,2,freshman,"[""clubsports""]",ilr,ILR,netflixchill,ctowndinner,afternoon,"{""sleeptime"":""10:00"",""waketime"":""7:00""}",shift,athlete,gaming,"Funny, awkward, honest","Funny, introverted, smart ",no,no,time,reliability,Sort of Agree,Disagree,Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Disagree,Disagree,Disagree,Sort of Agree,5,2,5,willsee,ISTJ
ObjectId(5e37287e2dd0db6dee999422),female,"[""female"",""male""]",19,"{""youngest"":""19"",""oldest"":""25""}",68,eastasian,2,sophomore,"[""socialclub"",""culturalclub"",""otherclub""]",arts,Visual Studies and Info Sci,netflixchill,bubbletea,evening,"{""sleeptime"":""12"",""waketime"":""9""}",flow,artist,newfood,"caring, observant, introspective","funny, smart, charming",no,yes,time,reliability,Strongly Agree,Sort of Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Sort of Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Agree,Sort of Agree,Strongly Agree,3,0,0,willsee,ISTJ
ObjectId(5e3728b32dd0db6dee999423),female,"[""male""]",19,"{""youngest"":""18"",""oldest"":""24""}",63,eastasian,3,sophomore,"[""ra""]",arts,Biological Sciences,pjsnetflix,bubbletea,evening,"{""sleeptime"":""1AM"",""waketime"":""9AM""}",shift,entrepreneur,friends,"emotional, committed, driven","patient, open, dedicated",yes,yes,time,reliability,Strongly Agree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Sort of Agree,Disagree,6,2,29,willsee,ESTP
ObjectId(5e3729232dd0db6dee999425),male,"[""female""]",27,"{""youngest"":""20"",""oldest"":""27""}",71,white,3,masters,"[""ta"",""profclub""]",hotel,MBA,study,coffee,afternoon,"{""sleeptime"":""12"",""waketime"":""7""}",flow,entrepreneur,friends,"optimistic, fun, open","optimistic, open, fun",yes,yes,time,humor,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Disagree,Sort of Agree,Sort of Agree,Disagree,Strongly Disagree,Agree,Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Strongly Disagree,Sort of Agree,6,9,15,plantomeet,ESTJ
ObjectId(5e37297f2dd0db6dee999426),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""25""}",63,eastasian,2,senior,"[""greeklife"",""ta"",""otherclub"",""profclub""]",cals,AEM,netflixchill,ctowndinner,nocturnal,"{""sleeptime"":""2AM"",""waketime"":""9AM""}",shift,actor,friends,"indecisive, creative, kind","goal-oriented, funny, smart",yes,no,money,humor,Sort of Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Disagree,Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Disagree,Agree,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Disagree,6,5,18,meetfriends,ESFJ
ObjectId(5e3729ba2dd0db6dee999427),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""22""}",65,eastasian,2,junior,"[""greeklife"",""otherclub""]",cals,Biological Sciences,pjsnetflix,ctowndinner,evening,"{""sleeptime"":""12-1am"",""waketime"":""9-10am""}",flow,scientist,museums,"funny, independent, thoughtful","funny, loyal, responsible",yes,no,time,humor,Sort of Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,4,2,6,willsee,ISFJ
ObjectId(5e372a092dd0db6dee999428),female,"[""male""]",19,"{""youngest"":""19"",""oldest"":""21""}",65,other,2,sophomore,"[""athlete""]",arts,American Studies,pjsnetflix,ctb,afternoon,"{""sleeptime"":""12"",""waketime"":""9""}",flow,artist,friends,"Funny, energetic, caring","Kind, sincere, funny",no,no,time,thoughtfulness,Agree,Agree,Agree,Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Disagree,Agree,Disagree,Agree,Sort of Agree,Disagree,8,1,8,willsee,ESTP
